channel_detector,equalizer_iterations,fit_model,fit_points,fit_min_snr_db,fit_max_snr_db,fit_min_fsr,fit_max_fsr,slope_log10_fsr_per_db,intercept_log10_fsr,r2_log10_fsr,fit_note,target_fsr,target_log10_fsr,estimated_snr_db,extrapolation_beyond_fit_max_db
bcjr_2d_equalized,1,log10_fsr_linear_vs_snr,6,12.5,15.0,0.02,0.55,-0.6480891054598424,7.943837524129123,0.946325900823077,,0.01,-2.0,15.343318442413276,0.3433184424132758
bcjr_2d_equalized,1,log10_fsr_linear_vs_snr,6,12.5,15.0,0.02,0.55,-0.6480891054598424,7.943837524129123,0.946325900823077,,0.001,-3.0,16.88631614377174,1.8863161437717402
bcjr_2d_equalized,1,log10_fsr_linear_vs_snr,6,12.5,15.0,0.02,0.55,-0.6480891054598424,7.943837524129123,0.946325900823077,,0.0001,-4.0,18.429313845130203,3.4293138451302028
bcjr_2d_equalized,2,log10_fsr_linear_vs_snr,6,12.0,14.5,0.01,0.5590909090909091,-0.7633080334358341,8.88908348620358,0.979252203423095,,0.01,-2.0,14.265647692962409,-0.23435230703759125
bcjr_2d_equalized,2,log10_fsr_linear_vs_snr,6,12.0,14.5,0.01,0.5590909090909091,-0.7633080334358341,8.88908348620358,0.979252203423095,,0.001,-3.0,15.57573478257256,1.0757347825725603
bcjr_2d_equalized,2,log10_fsr_linear_vs_snr,6,12.0,14.5,0.01,0.5590909090909091,-0.7633080334358341,8.88908348620358,0.979252203423095,,0.0001,-4.0,16.88582187218271,2.38582187218271
