family,rate,snr_db,iti_coeff,seed,name,sample_num_bits,sample_num_tracks,sample_bits_per_track,boundary,channel_metric_type,channel_metrics_chunk_tracks,use_ldpc_inner_grid,outer_ldpc_n,outer_ldpc_k,outer_ldpc_rate,sample_frames,inner_code,inner_encoder,inner_rate,outer_bits_per_frame,inner_bits_per_track,blocks_per_track_pair,pad_bits,pad_bits_per_track_pair,tap_main_energy,tap_downtrack_energy,tap_crosstrack_energy,tap_interference_energy,tap_down_fraction_of_interference,tap_cross_fraction_of_interference,tap_down_to_main,tap_cross_to_main,tap_interference_to_main,tap_sir_db,tap_sinr_db,awgn_sigma,awgn_variance,effective_sample_count,effective_boundary,effective_chunk_tracks,effective_main_mean,effective_main_variance,effective_main_rms,effective_downtrack_interference_mean,effective_downtrack_interference_variance,effective_downtrack_interference_rms,effective_crosstrack_interference_mean,effective_crosstrack_interference_variance,effective_crosstrack_interference_rms,effective_interference_mean,effective_interference_variance,effective_interference_rms,effective_noiseless_readback_variance,effective_down_fraction_of_interference_variance,effective_cross_fraction_of_interference_variance,effective_sir_db,effective_sinr_db,effective_awgn_sigma,effective_awgn_variance
ldpc+mtr2d_8x2,0.9010416666666667,10.0,0.0,0,concat_ldpc_2dmtr_highrate_k15_sector_pilot,491520,256,1920,zero,tap_and_effective_sequence_interference,256,True,1800,1730,0.9611111111111111,256,mtr2d_2x8_K15_m3_c1,blockwise,0.9375,1800,1920,240,0,0,1.0,0.045,0.0,0.045,1.0,0.0,0.045,0.0,0.045,13.467874862246562,8.38631997765025,0.31622776601683794,0.1,491520,zero,256,-0.048665364583333336,0.9976316822899712,1.0,-0.014580078125,0.04180573186874389,0.20498368361134256,0.0,0.0,0.0,-0.014580078125,0.04180573186874389,0.20498368361134256,1.088736097961002,1.0,0.0,13.777344020197031,8.472764471642382,0.31622776601683794,0.1
ldpc+mtr2d_8x2,0.9010416666666667,10.0,0.2,0,concat_ldpc_2dmtr_highrate_k15_sector_pilot,491520,256,1920,zero,tap_and_effective_sequence_interference,256,True,1800,1730,0.9611111111111111,256,mtr2d_2x8_K15_m3_c1,blockwise,0.9375,1800,1920,240,0,0,1.0,0.045,0.08000000000000002,0.125,0.36,0.6400000000000001,0.045,0.08000000000000002,0.125,9.030899869919436,6.478174818886375,0.31622776601683794,0.1,491520,zero,256,-0.048665364583333336,0.9976316822899712,1.0,-0.014580078125,0.04180573186874389,0.20498368361134256,-0.019407552083333335,0.08026006567213273,0.28396605210834625,-0.03398763020833333,0.11896715544594659,0.3465866622550917,1.1803366953425936,0.3514056607643995,0.6746405373086302,9.235431552488157,6.5859125621439585,0.31622776601683794,0.1
