family,rate,snr_db,iti_coeff,num_bits,bit_errors,BER,block_errors,block_error_rate,seed,runtime_sec,name,pre_ecc_ber,final_ldpc_input_ber,inner_channel_ber,outer_ldpc_rate,inner_rate,inner_code,inner_demapper,configured_inner_demapper,channel_detector,equalizer_iterations,channel_llr_clip,turbo_iterations,turbo_rounds,turbo_llr_clip,turbo_damping,demapper_chunk,n,k,num_frames,max_iters,method,scale,decoder,sigma,boundary,target_ber,hit_target,detector_tap_source,detector_taps_matched,true_iti_coeff,detector_iti_coeff,true_tap_c0,detector_tap_c0,detector_tap_delta_c0,true_tap_c_down_prev,detector_tap_c_down_prev,detector_tap_delta_c_down_prev,true_tap_c_down_next,detector_tap_c_down_next,detector_tap_delta_c_down_next,true_tap_c_cross_up,detector_tap_c_cross_up,detector_tap_delta_c_cross_up,true_tap_c_cross_down,detector_tap_c_cross_down,detector_tap_delta_c_cross_down,sector_bits,sector_bytes,sector_count,sector_discarded_bits,sector_errors,sector_error_rate,FSR,inner_encoder,outer_bits_per_frame,inner_bits_per_track,blocks_per_track_pair,pad_bits,pad_bits_per_track_pair,tx_trellis_transition_violations,tx_trellis_transition_count,tx_trellis_transition_violation_rate,trellis_boundary_down_mtr,trellis_boundary_max_checker_run,demapped_bits_per_frame
ldpc+mtr2d_8x2,0.9010416666666667,14.5,0.25,16386560,178,1.0862560537416029e-05,26,0.0027449324324324326,433,2917.912396,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,1.0264170420420421e-05,1.0264170420420421e-05,1.8695453265765765e-06,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.18836490894898006,zero,0.01,True,ldpc_override,False,0.25,0.17,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.17,-0.07999999999999999,0.25,0.17,-0.07999999999999999,32768,4096.0,500,2560,23,0.046,0.046,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,14.5,0.25,16386560,149,9.09281752851117e-06,22,0.0023226351351351353,433,2901.360658,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,8.56325075075075e-06,8.56325075075075e-06,1.7045854448198198e-06,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.18836490894898006,zero,0.01,True,ldpc_override,False,0.25,0.18,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.18,-0.07,0.25,0.18,-0.07,32768,4096.0,500,2560,19,0.038,0.038,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,14.5,0.25,16386560,121,7.384100140603031e-06,18,0.001900337837837838,433,2876.29337,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,6.5690690690690695e-06,6.5690690690690695e-06,1.4846389358108109e-06,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.18836490894898006,zero,0.01,True,ldpc_override,False,0.25,0.19,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.19,-0.06,0.25,0.19,-0.06,32768,4096.0,500,2560,15,0.03,0.03,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,14.5,0.25,16386560,137,8.36051007655054e-06,20,0.0021114864864864866,433,2881.09161,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,7.2142454954954955e-06,7.2142454954954955e-06,1.6495988175675677e-06,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.18836490894898006,zero,0.01,True,ldpc_override,False,0.25,0.2,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.2,-0.04999999999999999,0.25,0.2,-0.04999999999999999,32768,4096.0,500,2560,17,0.034,0.034,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,14.5,0.25,16386560,180,1.0984611779409467e-05,24,0.002533783783783784,433,2908.158331,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,9.912256006006005e-06,9.912256006006005e-06,1.979518581081081e-06,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.18836490894898006,zero,0.01,True,ldpc_override,False,0.25,0.21,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.21,-0.04000000000000001,0.25,0.21,-0.04000000000000001,32768,4096.0,500,2560,21,0.042,0.042,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,15.0,0.25,16386560,29,1.7697430089048585e-06,6,0.000633445945945946,433,2827.725972,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,2.170138888888889e-06,2.170138888888889e-06,4.948796452702703e-07,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.1778279410038923,zero,0.01,True,ldpc_override,False,0.25,0.17,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.17,-0.07999999999999999,0.25,0.17,-0.07999999999999999,32768,4096.0,500,2560,6,0.012,0.012,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,15.0,0.25,16386560,21,1.2815380409311044e-06,4,0.0004222972972972973,433,2813.633962,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,1.6422672672672674e-06,1.6422672672672674e-06,3.8490639076576575e-07,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.1778279410038923,zero,0.01,True,ldpc_override,False,0.25,0.18,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.18,-0.07,0.25,0.18,-0.07,32768,4096.0,500,2560,4,0.008,0.008,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,15.0,0.25,16386560,41,2.50205046086549e-06,6,0.000633445945945946,433,2820.472014,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,2.6980105105105106e-06,2.6980105105105106e-06,4.948796452702703e-07,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.1778279410038923,zero,0.01,True,ldpc_override,False,0.25,0.19,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.19,-0.06,0.25,0.19,-0.06,32768,4096.0,500,2560,6,0.012,0.012,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,15.0,0.25,16386560,47,2.8682041868458052e-06,7,0.0007390202702702703,433,2826.055962,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,3.108577327327327e-06,3.108577327327327e-06,4.948796452702703e-07,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.1778279410038923,zero,0.01,True,ldpc_override,False,0.25,0.2,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.2,-0.04999999999999999,0.25,0.2,-0.04999999999999999,32768,4096.0,500,2560,6,0.012,0.012,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,15.0,0.25,16386560,47,2.8682041868458052e-06,7,0.0007390202702702703,433,2823.677634,highrate_k15_eqpilot_bcjr2_phase2_trueiti025_map_500sector,3.108577327327327e-06,3.108577327327327e-06,4.948796452702703e-07,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,9472,30,minsum,0.75,ldpc,0.1778279410038923,zero,0.01,True,ldpc_override,False,0.25,0.21,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.25,0.21,-0.04000000000000001,0.25,0.21,-0.04000000000000001,32768,4096.0,500,2560,6,0.012,0.012,blockwise,1800,1920,240,0,0,0,1131904,0.0,8,8,1800
