family,rate,snr_db,iti_coeff,seed,name,sample_num_bits,sample_num_tracks,sample_bits_per_track,boundary,channel_metric_type,channel_metrics_chunk_tracks,use_ldpc_inner_grid,outer_ldpc_n,outer_ldpc_k,outer_ldpc_rate,sample_frames,inner_code,inner_rate,outer_bits_per_frame,inner_bits_per_track,blocks_per_frame,pad_bits,pad_bits_per_frame,tap_main_energy,tap_downtrack_energy,tap_crosstrack_energy,tap_interference_energy,tap_down_fraction_of_interference,tap_cross_fraction_of_interference,tap_down_to_main,tap_cross_to_main,tap_interference_to_main,tap_sir_db,tap_sinr_db,awgn_sigma,awgn_variance,effective_sample_count,effective_boundary,effective_chunk_tracks,effective_main_mean,effective_main_variance,effective_main_rms,effective_downtrack_interference_mean,effective_downtrack_interference_variance,effective_downtrack_interference_rms,effective_crosstrack_interference_mean,effective_crosstrack_interference_variance,effective_crosstrack_interference_rms,effective_interference_mean,effective_interference_variance,effective_interference_rms,effective_noiseless_readback_variance,effective_down_fraction_of_interference_variance,effective_cross_fraction_of_interference_variance,effective_sir_db,effective_sinr_db,effective_awgn_sigma,effective_awgn_variance
ldpc+mtr1d,0.9010416666666667,18.0,0.0,0,concat_ldpc_1dmtr_highrate_k15_sector_pilot,491520,256,1920,zero,tap_and_effective_sequence_interference,256,True,1800,1730,0.9611111111111111,256,mtr1d_L16_K15_m3,0.9375,1800,1920,120,0,0,1.0,0.045,0.0,0.045,1.0,0.0,0.045,0.0,0.045,13.467874862246562,12.157470404958497,0.12589254117941673,0.015848931924611138,491520,zero,256,-0.04405924479166667,0.998058782948388,1.0,-0.0132073974609375,0.04113251045309006,0.203241102636207,0.0,0.0,0.0,-0.0132073974609375,0.04113251045309006,0.203241102636207,1.0929615595171436,1.0,0.0,13.849709040586784,12.434226824167276,0.12589254117941673,0.015848931924611138
ldpc+mtr1d,0.9010416666666667,18.0,0.2,0,concat_ldpc_1dmtr_highrate_k15_sector_pilot,491520,256,1920,zero,tap_and_effective_sequence_interference,256,True,1800,1730,0.9611111111111111,256,mtr1d_L16_K15_m3,0.9375,1800,1920,120,0,0,1.0,0.045,0.08000000000000002,0.125,0.36,0.6400000000000001,0.045,0.08000000000000002,0.125,9.030899869919436,8.512464419760876,0.12589254117941673,0.015848931924611138,491520,zero,256,-0.04405924479166667,0.998058782948388,1.0,-0.0132073974609375,0.04113251045309006,0.203241102636207,-0.017574055989583334,0.08033828797274167,0.2839843929103617,-0.030781453450520833,0.12252513802842134,0.3513867326820236,1.1794234263644863,0.3357067057010687,0.6556882062365531,9.109309203733734,8.581014059106902,0.12589254117941673,0.015848931924611138
