family,rate,snr_db,iti_coeff,num_bits,bit_errors,BER,block_errors,block_error_rate,seed,runtime_sec,name,pre_ecc_ber,final_ldpc_input_ber,inner_channel_ber,outer_ldpc_rate,inner_rate,inner_code,inner_demapper,configured_inner_demapper,channel_detector,equalizer_iterations,channel_llr_clip,turbo_iterations,turbo_rounds,turbo_llr_clip,turbo_damping,demapper_chunk,n,k,num_frames,max_iters,method,scale,decoder,sigma,boundary,target_ber,hit_target,detector_tap_source,detector_taps_matched,true_iti_coeff,detector_iti_coeff,true_tap_c0,detector_tap_c0,detector_tap_delta_c0,true_tap_c_down_prev,detector_tap_c_down_prev,detector_tap_delta_c_down_prev,true_tap_c_down_next,detector_tap_c_down_next,detector_tap_delta_c_down_next,true_tap_c_cross_up,detector_tap_c_cross_up,detector_tap_delta_c_cross_up,true_tap_c_cross_down,detector_tap_c_cross_down,detector_tap_delta_c_cross_down,sector_bits,sector_bytes,sector_count,sector_discarded_bits,sector_errors,sector_error_rate,FSR,inner_encoder,outer_bits_per_frame,inner_bits_per_track,blocks_per_track_pair,pad_bits,pad_bits_per_track_pair,tx_trellis_transition_violations,tx_trellis_transition_count,tx_trellis_transition_violation_rate,trellis_boundary_down_mtr,trellis_boundary_max_checker_run,demapped_bits_per_frame
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,2151,0.0006557766883734543,293,0.15453586497890295,434,743.166408,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0006475621190811064,0.0006475621190811064,0.00014614099859353025,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.16,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.16,-0.18999999999999997,0.35,0.16,-0.18999999999999997,32768,4096.0,100,3280,97,0.97,0.97,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,2057,0.0006271188507597376,283,0.14926160337552744,434,735.017217,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0006241209563994374,0.0006241209563994374,0.00014064697609001407,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.18,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.18,-0.16999999999999998,0.35,0.18,-0.16999999999999998,32768,4096.0,100,3280,94,0.94,0.94,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,2118,0.0006457159581473623,307,0.16191983122362869,434,742.784393,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0006724683544303798,0.0006724683544303798,0.00015026151547116738,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.2,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.2,-0.14999999999999997,0.35,0.2,-0.14999999999999997,32768,4096.0,100,3280,96,0.96,0.96,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,2383,0.0007265066705690105,340,0.17932489451476794,434,742.94087,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0007457219878105954,0.0007457219878105954,0.00016454597398030943,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.22,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.22,-0.12999999999999998,0.35,0.22,-0.12999999999999998,32768,4096.0,100,3280,97,0.97,0.97,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,2621,0.000799065876442038,374,0.19725738396624473,434,743.336064,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0008239568682606658,0.0008239568682606658,0.00017855573136427567,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.24,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.24,-0.10999999999999999,0.35,0.24,-0.10999999999999999,32768,4096.0,100,3280,98,0.98,0.98,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,3215,0.0009801590205116948,433,0.22837552742616032,434,735.753837,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0009783755274261603,0.0009783755274261603,0.000208223452883263,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.27,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.27,-0.07999999999999996,0.35,0.27,-0.07999999999999996,32768,4096.0,100,3280,99,0.99,0.99,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,3709,0.0011307651032901637,475,0.2505274261603376,434,734.831177,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0011052508204406938,0.0011052508204406938,0.00023184774964838257,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,False,0.35,0.3,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.3,-0.04999999999999999,0.35,0.3,-0.04999999999999999,32768,4096.0,100,3280,100,1.0,1.0,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,16.0,0.35,3280080,5277,0.0016088022243359917,621,0.3275316455696203,434,740.986,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0015321729957805906,0.0015321729957805906,0.00031975210970464134,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.15848931924611134,zero,0.01,True,ldpc_override,True,0.35,0.35,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.35,0.0,0.35,0.35,0.0,32768,4096.0,100,3280,100,1.0,1.0,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,716,0.00021828735884490622,109,0.05748945147679325,434,743.493897,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00022386310360993905,0.00022386310360993905,4.779799578059072e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.16,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.16,-0.18999999999999997,0.35,0.16,-0.18999999999999997,32768,4096.0,100,3280,67,0.67,0.67,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,834,0.00025426209116850807,128,0.06751054852320675,434,737.382605,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0002719174871073605,0.0002719174871073605,5.8786040787623065e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.18,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.18,-0.16999999999999998,0.35,0.18,-0.16999999999999998,32768,4096.0,100,3280,68,0.68,0.68,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,1036,0.0003158459549767079,152,0.08016877637130802,434,736.777032,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0003331575246132208,0.0003331575246132208,6.894998241912799e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.2,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.2,-0.14999999999999997,0.35,0.2,-0.14999999999999997,32768,4096.0,100,3280,74,0.74,0.74,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,1200,0.00036584473549425625,175,0.09229957805907173,434,744.189529,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0003914674167838725,0.0003914674167838725,8.1860935302391e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.22,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.22,-0.12999999999999998,0.35,0.22,-0.12999999999999998,32768,4096.0,100,3280,78,0.78,0.78,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,1394,0.000424989634399161,198,0.10443037974683544,434,743.713128,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0004336615096108767,0.0004336615096108767,9.065137130801688e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.24,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.24,-0.10999999999999999,0.35,0.24,-0.10999999999999999,32768,4096.0,100,3280,84,0.84,0.84,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,1651,0.0005033413819175142,223,0.11761603375527427,434,743.376745,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0005013478668541959,0.0005013478668541959,0.00010301292194092827,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.27,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.27,-0.07999999999999996,0.35,0.27,-0.07999999999999996,32768,4096.0,100,3280,90,0.9,0.9,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,1888,0.0005755957171776298,251,0.13238396624472573,434,743.591085,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.000569327238631036,0.000569327238631036,0.00011894558720112517,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,False,0.35,0.3,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.3,-0.04999999999999999,0.35,0.3,-0.04999999999999999,32768,4096.0,100,3280,94,0.94,0.94,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,17.0,0.35,3280080,2275,0.0006935806443745274,303,0.15981012658227847,434,743.961289,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0007225738396624472,0.0007225738396624472,0.00015712904360056258,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.14125375446227545,zero,0.01,True,ldpc_override,True,0.35,0.35,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.35,0.0,0.35,0.35,0.0,32768,4096.0,100,3280,97,0.97,0.97,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,369,0.0001124972561644838,48,0.02531645569620253,434,712.761818,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00011163853727144866,0.00011163853727144866,2.389899789029536e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.16,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.16,-0.18999999999999997,0.35,0.16,-0.18999999999999997,32768,4096.0,100,3280,37,0.37,0.37,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,526,0.000160361942391649,65,0.034282700421940926,434,709.211957,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0001426980778246601,0.0001426980778246601,2.966772151898734e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.18,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.18,-0.16999999999999998,0.35,0.18,-0.16999999999999998,32768,4096.0,100,3280,44,0.44,0.44,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,535,0.0001631057779078559,75,0.03955696202531646,434,738.543176,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00015266057196436944,0.00015266057196436944,3.2964135021097044e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.2,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.2,-0.14999999999999997,0.35,0.2,-0.14999999999999997,32768,4096.0,100,3280,50,0.5,0.5,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,635,0.00019359283919904391,91,0.047995780590717296,434,730.235307,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00018694327238631035,0.00018694327238631035,3.983166315049226e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.22,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.22,-0.12999999999999998,0.35,0.22,-0.12999999999999998,32768,4096.0,100,3280,55,0.55,0.55,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,741,0.00022590912416770321,108,0.056962025316455694,434,731.24507,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00021507266760431318,0.00021507266760431318,4.72485935302391e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.24,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.24,-0.10999999999999999,0.35,0.24,-0.10999999999999999,32768,4096.0,100,3280,59,0.59,0.59,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,873,0.0002661520450720714,131,0.06909282700421941,434,743.335594,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0002590248476324426,0.0002590248476324426,5.68631329113924e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.27,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.27,-0.07999999999999996,0.35,0.27,-0.07999999999999996,32768,4096.0,100,3280,70,0.7,0.7,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,956,0.00029145630594375747,137,0.07225738396624473,434,745.673844,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.0002845171120487576,0.0002845171120487576,6.098364978902954e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,False,0.35,0.3,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.3,-0.04999999999999999,0.35,0.3,-0.04999999999999999,32768,4096.0,100,3280,72,0.72,0.72,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
ldpc+mtr2d_8x2,0.9010416666666667,18.0,0.35,3280080,1165,0.00035517426404234044,167,0.08808016877637131,434,733.718508,highrate_k15_eqpilot_bcjr2_phase2_trueiti035_pilot_100sector,0.00036187294889826536,0.00036187294889826536,7.911392405063291e-05,0.9611111111111111,0.9375,mtr2d_2x8_K15_m3_c1,hard_codebook,hard_codebook,bcjr_2d_equalized,2,30.0,0,1,30.0,0.0,64,1800,1730,1896,30,minsum,0.75,ldpc,0.12589254117941673,zero,0.01,True,ldpc_override,True,0.35,0.35,1.0,1.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.35,0.35,0.0,0.35,0.35,0.0,32768,4096.0,100,3280,75,0.75,0.75,blockwise,1800,1920,240,0,0,0,226572,0.0,8,8,1800
